word,prefixes,stem,suffixes,frequency,stability,n_variants
وَأَنْفُسُهُمْ,و,أنفس,هم,1,1.0,1
وَانْتَظِرْ,و,انتظر,,1,1.0,1
قَلْبَيْنِ,,قلب,ين,1,1.0,1
جَوْفِهِ,,جوف,ه,1,1.0,1
أَزْوَاجَكُمُ,,أزواج,كم,1,1.0,1
تُظَاهِرُونَ,ت,ظاهر,ون,1,1.0,1
أَدْعِيَاءَكُمْ,,أدعياء,كم,1,1.0,1
قَوْلُكُمْ,,قول,كم,1,1.0,1
ادْعُوهُمْ,,ا+دعو,هم,1,1.0,1
وَمَوَالِيكُمْ,و,موالي,كم,1,1.0,1
أَخْطَأْتُمْ,,أخطأ,تم,1,1.0,1
تَعَمَّدَتْ,,تعمد,ت,1,1.0,1
وَأَزْوَاجُهُ,و,أزواج,ه,1,1.0,1
أَوْلِيَائِكُمْ,,أوليائ,كم,1,1.0,1
وَمِنْكَ,و|من,ك,,1,1.0,1
لِيَسْأَلَ,ل|ي,سأل,,1,1.0,1
صِدْقِهِمْ,,صدق,هم,1,1.0,1
جُنُودٌ,,جنود,,1,1.0,1
وَجُنُودَاً,و,جنود,ا,1,1.0,1
زَاغَتِ,,زاغ,ت,1,1.0,1
وَبَلَغَتِ,و,بلغ,ت,1,1.0,1
الْحَنَاجِرَ,ال,حناجر,,1,1.0,1
الظُّنُونَا,ال,ظنون,ا,1,1.0,1
ابْتُلِيَ,,ابتلي,,1,1.0,1
زِلْزَالَاً,,زلزال,ا,1,1.0,1
يَثْرِبَ,,يثرب,,1,1.0,1
مُقَامَ,,مقام,(null),1,1.0,1
وَيَسْتَأْذِنُ,و|ي,ستأذن,,1,1.0,1
بُيُوتَنَا,,بيوت,نا,1,1.0,1
عَوْرَةٌ,,عور,ة,1,1.0,1
بِعَوْرَةٍ,ب,عور,ة,1,1.0,1
دُخِلَتْ,,دخل,ت,1,1.0,1
أَقْطَارِهَا,,أقطار,ها,1,1.0,1
سُئِلُوا,,سئل,وا,1,1.0,1
لَآتَوْهَا,,ل+آت+و+ها+None,,1,1.0,1
تَلَبَّثُوا,ت,لبث,وا,1,1.0,1
يُوَلُّونَ,ي,ول,ون,1,1.0,1
عَهْدُ,,عهد,(null),1,1.0,1
الْفِرَارُ,ال,فرار,,1,1.0,1
فَرَرْتُمْ,,فرر,تم,1,1.0,1
تُمَتَّعُونَ,ت,متع,ون,1,1.0,1
يَعْصِمُكُمْ,ي,عصم,كم,1,1.0,1
الْمُعَوِّقِينَ,ال,معوق,ين,1,1.0,1
وَالْقَائِلِينَ,و|ال,قائل,ين,1,1.0,1
الْبَأْسَ,ال,بأس,,1,1.0,1
تَدُورُ,ت,دور,,1,1.0,1
يُغْشَى,ي,غشى,,1,1.0,1
سَلَقُوكُمْ,,سلق,و|كم,1,1.0,1
بِأَلْسِنَةٍ,ب,ألسن+ة+None,,1,1.0,1
حِدَادٍ,,حداد,,1,1.0,1
يَوَدُّوا,ي,ود,وا,1,1.0,1
بَادُونَ,,باد,ون,1,1.0,1
أَنْبَائِكُمْ,,أنبائ,كم,1,1.0,1
قَاتَلُوا,,قاتل,وا,1,1.0,1
وَتَسْلِيمَاً,و,تسليم,ا,1,1.0,1
نَحْبَهُ,,نحب,ه,1,1.0,1
يَنْتَظِرُ,ي,نتظر,,1,1.0,1
بِصِدْقِهِمْ,ب,صدق,هم,1,1.0,1
وَرَدَّ,و,رد,,1,1.0,1
بِغَيْظِهِمْ,ب,غيظ,هم,1,1.0,1
قَوِيَّاً,,قوي,ا,1,1.0,1
ظَاهَرُوهُمْ,,ظاهر,و|هم,1,1.0,1
صَيَاصِيهِمْ,,صياصي,هم,1,1.0,1
وَتَأْسِرُونَ,و|ت,أسر+ون+None+None,,1,1.0,1
وَأَوْرَثَكُمْ,و,أورث+كم+None+None,,1,1.0,1
أَرْضَهُمْ,,أرض,(null)|هم,1,1.0,1
وَدِيَارَهُمْ,و,ديار+هم+None+None,,1,1.0,1
وَأَرْضَاً,و,أرض,ا,1,1.0,1
تَطَئُوهَا,ت,طئ+و+ها+None+None,,1,1.0,1
فَتَعَالَيْنَ,,ف+تعال,ين,1,1.0,1
أُمَتِّعْكُنَّ,أ,متع,كن,1,1.0,1
وَأُسَرِّحْكُنَّ,و|أ,سرح,كن,1,1.0,1
وَالدَّارَ,و|ال,دار,,1,1.0,1
لِلْمُحْسِنَاتِ,ل|ال,محسن,ات,1,1.0,1
يَقْنُتْ,ي,قنت,,1,1.0,1
وَتَعْمَلْ,و|ت,عمل,,1,1.0,1
نُؤْتِهَا,ن,ؤت,ها,1,1.0,1
أَجْرَهَا,,أجر,ها,1,1.0,1
لَسْتُنَّ,,لس+تن+None+None+None,,1,1.0,1
كَأَحَدٍ,ك,أحد,,1,1.0,1
اتَّقَيْتُنَّ,,اتقي+ت+ن,,1,1.0,1
تَخْضَعْنَ,ت,خضع,ن,1,1.0,1
فَيَطْمَعَ,ف|ي,طمع,,1,1.0,1
وَقَرْنَ,و,قر,ن,1,1.0,1
تَبَرَّجْنَ,ت,برج,ن,1,1.0,1
تَبَرُّجَ,,تبرج,,1,1.0,1
وَأَقِمْنَ,و,أ+قمن+ن+None,,1,1.0,1
وَآتِينَ,و,آتي,ن,1,1.0,1
وَأَطِعْنَ,و,أ+طع,ن,1,1.0,1
لِيُذْهِبَ,,ل+ي+ذهب,,1,1.0,1
وَيُطَهِّرَكُمْ,و|ي,طهر,كم,1,1.0,1
تَطْهِيرَاً,,تطهير,ا,1,1.0,1
وَاذْكُرْنَ,و,ا+ذكر,ن,1,1.0,1
لَطِيفَاً,,لطيف,ا,1,1.0,1
وَالْمُسْلِمَاتِ,و|ال,مسلم,ات,1,1.0,1
وَالْمُؤْمِنِينَ,و|ال,مؤمن,ين,1,1.0,1
وَالْقَانِتَاتِ,و|ال,قانت,ات,1,1.0,1
وَالصَّادِقَاتِ,و|ال,صادق,ات,1,1.0,1
وَالصَّابِرَاتِ,و|ال,صابر,ات,1,1.0,1
وَالْخَاشِعِينَ,و|ال,خاشع,ين,1,1.0,1
وَالْخَاشِعَاتِ,و|ال,خاشع,ات,1,1.0,1
وَالْمُتَصَدِّقِينَ,و|ال,متصدق,ين,1,1.0,1
وَالْمُتَصَدِّقَاتِ,و|ال,متصدق,ات,1,1.0,1
وَالصَّائِمِينَ,و|ال,صائم,ين,1,1.0,1
وَالصَّائِمَاتِ,و|ال,صائم,ات,1,1.0,1
وَالْحَافِظِينَ,و|ال,حافظ,ين,1,1.0,1
وَالْحَافِظَاتِ,و|ال,حافظ,ات,1,1.0,1
وَالذَّاكِرِينَ,و|ال,ذاكر,ين,1,1.0,1
وَالذَّاكِرَاتِ,و|ال,ذاكر,ات,1,1.0,1
وَأَنْعَمْتَ,و,أنعم,ت,1,1.0,1
زَوْجَكَ,,زوج,ك,1,1.0,1
وَاتَّقِ,و,اتق,,1,1.0,1
وَتُخْفِي,و|ت,خفي,,1,1.0,1
مُبْدِيهِ,,مبدي,ه,1,1.0,1
وَتَخْشَى,و|ت,خشى,,1,1.0,1
تَخْشَاهُ,ت,خشا+ه+None,,1,1.0,1
زَيْدٌ,,زيد,,1,1.0,1
زَوَّجْنَاكَهَا,,زوج+نا+كها+None,,1,1.0,1
أَزْوَاجِ,,أزواج,(null),1,1.0,1
أَدْعِيَائِهِمْ,,أدعيائ,هم,1,1.0,1
قَضَوْا,,قض,وا,1,1.0,1
قَدَرَاً,,قدر,ا,1,1.0,1
مَقْدُورَاً,,مقدور,ا,1,1.0,1
يُبَلِّغُونَ,ي,بلغ,ون,1,1.0,1
وَيَخْشَوْنَهُ,و|ي,خش+ون+ه+None+None,,1,1.0,1
أَبَا,,أبا,,1,1.0,1
وَخَاتَمَ,و,خاتم,,1,1.0,1
وَسَبِّحُوهُ,و,سبح,و|ه,1,1.0,1
وَمَلَائِكَتُهُ,و,ملائك,ت|ه,1,1.0,1
وَدَاعِيَاً,و,اعي,ا,1,1.0,1
وَسِرَاجَاً,و,سراج,ا,1,1.0,1
وَدَعْ,و,دع,,1,1.0,1
أَذَاهُمْ,,أذا,هم,1,1.0,1
نَكَحْتُمُ,,نكح,تم,1,1.0,1
عِدَّةٍ,,عد,ة,1,1.0,1
تَعْتَدُّونَهَا,ت,عتد+ون+ها+None+None,,1,1.0,1
فَمَتِّعُوهُنَّ,,ف+متع,و|هن,1,1.0,1
وَسَرِّحُوهُنَّ,و,سرح,و|هن,1,1.0,1
أَحْلَلْنَا,,أحلل,نا,1,1.0,1
أَزْوَاجَكَ,,أزواج,ك,1,1.0,1
عَمِّكَ,,عم,ك,1,1.0,1
عَمَّاتِكَ,,عم,ات|ك,1,1.0,1
خَالِكَ,,خال,ك,1,1.0,1
خَالَاتِكَ,,خال,ات|ك,1,1.0,1
هَاجَرْنَ,,هاجر,ن,1,1.0,1
وَامْرَأَةً,و,امرأ,ة,1,1.0,1
مُؤْمِنَةً,,مؤمن,ة|(null),1,1.0,1
وَهَبَتْ,,وهب,ت,1,1.0,1
نَفْسَهَا,,نفس,ها,1,1.0,1
يَسْتَنْكِحَهَا,ي,ستنكح,ها,1,1.0,1
فَرَضْنَا,,فرض,نا,1,1.0,1
تُرْجِي,ت,رجي,,1,1.0,1
وَتُؤْوِي,و|ت,ؤوي,,1,1.0,1
ابْتَغَيْتَ,,ابتغي,ت,1,1.0,1
عَزَلْتَ,,عزل,ت,1,1.0,1
أَعْيُنُهُنَّ,,أعين,هن,1,1.0,1
يَحْزَنَّ,ي,حزن,ن,1,1.0,1
وَيَرْضَيْنَ,و|ي,رضي+ن+None,,1,1.0,1
آتَيْتَهُنَّ,,آتي,ت|هن,1,1.0,1
كُلُّهُنَّ,,كل,هن,1,1.0,1
النِّسَاءُ,ال,نساء,,1,1.0,1
تَبَدَّلَ,ت,بدل,,1,1.0,1
حُسْنُهُنَّ,,حسن,هن,1,1.0,1
بُيُوتَ,,بيوت,,1,1.0,1
نَاظِرِينَ,,ناظر,ين,1,1.0,1
إِنَاهُ,,إنا,ه,1,1.0,1
دُعِيتُمْ,,دعي,تم,1,1.0,1
طَعِمْتُمْ,,طعم,تم,1,1.0,1
مُسْتَأْنِسِينَ,,مستأنس,ين,1,1.0,1
لِحَدِيثٍ,ل,حديث,,1,1.0,1
يُؤْذِي,ي,ؤذي,,1,1.0,1
فَيَسْتَحْيِي,ف|ي,ستحيي,,1,1.0,1
سَأَلْتُمُوهُنَّ,,سأل+تم+و,هن,1,1.0,1
فَاسْأَلُوهُنَّ,ف,اسأل,و|هن,1,1.0,1
لِقُلُوبِكُمْ,ل,قلوب,كم,1,1.0,1
وَقُلُوبِهِنَّ,و,قلوب,هن,1,1.0,1
تُؤْذُوا,ت,ؤذ,وا,1,1.0,1
أَزْوَاجَهُ,,أزواج,ه,1,1.0,1
وَاتَّقِينَ,و,اتقي,ن,1,1.0,1
وَمَلَائِكَتَهُ,و,ملائك,ت|ه,1,1.0,1
يُصَلُّونَ,ي,صل,ون,1,1.0,1
صَلُّوا,,صل,وا,1,1.0,1
وَسَلِّمُوا,و,سلم+وا+None,,1,1.0,1
احْتَمَلُوا,,احتمل,وا,1,1.0,1
وَبَنَاتِكَ,و,بن,ات|(null)|ك,1,1.0,1
وَنِسَاءِ,و,نساء,,1,1.0,1
يُدْنِيْنَ,ي,دني,ن,1,1.0,1
جَلَابِيبِهِنَّ,,جلابيب,هن,1,1.0,1
يُعْرَفْنَ,ي,عرف,ن,1,1.0,1
يُؤْذَيْنَ,ي,ؤذي,ن,1,1.0,1
وَالْمُرْجِفُونَ,و|ال,مرجف,ون,1,1.0,1
لَنُغْرِيَنَّكَ,,ل+ن+غري+ن,ك,1,1.0,1
يُجَاوِرُونَكَ,ي,جاور+ون+ك+None+None,,1,1.0,1
مَلْعُونِينَ,,ملعون,ين,1,1.0,1
أُخِذُوا,,أخذ,وا,1,1.0,1
وَقُتِّلُوا,و,قتل+وا+None+None,,1,1.0,1
تَقْتِيلَاً,,تقتيل,ا,1,1.0,1
لَعَنَ,,لعن,,1,1.0,1
تُقَلَّبُ,ت,قلب,,1,1.0,1
الرَّسُولَا,ال,رسول+ا,,1,1.0,1
سَادَتَنَا,,ساد,ت|نا,1,1.0,1
وَكُبَرَاءَنَا,و,كبراء,نا,1,1.0,1
فَأَضَلُّونَا,ف,أضل,و|نا,1,1.0,1
السَّبِيلَا,ال,سبيل,ا,1,1.0,1
آتِهِمْ,,آت,هم,1,1.0,1
وَالْعَنْهُمْ,و,ا+لعن,هم,1,1.0,1
لَعْنَاً,,لعن,ا,1,1.0,1
آذَوْا,,آذ,وا,1,1.0,1
فَبَرَّأَهُ,ف,برأ,ه,1,1.0,1
يُصْلِحْ,ي,صلح,,1,1.0,1
عَرَضْنَا,,عرض,نا,1,1.0,1
الْأَمَانَةَ,ال,أمان,ة,1,1.0,1
وَالْجِبَالِ,و|ال,جبال,,1,1.0,1
فَأَبَيْنَ,ف,أبي,ن,1,1.0,1
يَحْمِلْنَهَا,ي,حمل,ن|ها,1,1.0,1
وَأَشْفَقْنَ,و,أشفق,ن,1,1.0,1
وَحَمَلَهَا,و,حمل,ها,1,1.0,1
ظَلُومَاً,,ظلوم,ا,1,1.0,1
جَهُولَاً,,جهول,ا,1,1.0,1
لِيُعَذِّبَ,,ل+ي+عذب,,1,1.0,1
لَتَأْتِيَنَّكُمْ,,ل+ت+أتي+ن,كم,1,1.0,1
مِثْقَالُ,,مثقال,,1,1.0,1
أَصْغَرُ,,أصغر,,1,1.0,1
وَيَرَى,و|ي,رى,,1,1.0,1
نَدُلُّكُمْ,ن,دل,كم,1,1.0,1
مُزِّقْتُمْ,,مزق,تم,1,1.0,1
أَفْتَرَى,أ,فترى,,1,1.0,1
وَالضَّلَالِ,و|ال,ضلال,(null),1,1.0,1
الْبَعِيدِ,ال,بعيد,,1,1.0,1
نَخْسِفْ,ن,خسف,,1,1.0,1
نُسْقِطْ,ن,سقط,,1,1.0,1
يَاجِبَالُ,يا,جبال,,1,1.0,1
أَوِّبِي,,أوب,ي,1,1.0,1
وَأَلَنَّا,و,أل,نا,1,1.0,1
اعْمَلْ,,اعمل,,1,1.0,1
سَابِغَاتٍ,,سابغ,ات,1,1.0,1
وَقَدِّرْ,و,قدر,,1,1.0,1
السَّرْدِ,ال,سرد,,1,1.0,1
غُدُوُّهَا,,غدو,ها,1,1.0,1
وَرَوَاحُهَا,و,رواح+ها+None,,1,1.0,1
وَأَسَلْنَا,و,أسل+نا+None,,1,1.0,1
الْقِطْرِ,ال,قطر,,1,1.0,1
يَزِغْ,ي,زغ,,1,1.0,1
مَحَارِيبَ,,محاريب,,1,1.0,1
وَتَمَاثِيلَ,و,تماثيل,,1,1.0,1
وَجِفَانٍ,و,جفان,,1,1.0,1
كَالْجَوَابِ,ك|ال,جواب,,1,1.0,1
وَقُدُورٍ,و,قدور,,1,1.0,1
رَاسِيَاتٍ,,راسي,ات,1,1.0,1
شُكْرَاً,,شكر,ا,1,1.0,1
الشَّكُورُ,ال,شكور,,1,1.0,1
دَلَّهُمْ,,دل,هم,1,1.0,1
دَابَّةُ,,داب,ة,1,1.0,1
مِنْسَأَتَهُ,,منسأ,ت|ه,1,1.0,1
تَبَيَّنَتِ,,تبين,ت,1,1.0,1
الْجِنُّ,ال,جن,(null),1,1.0,1
لِسَبَإٍ,ل,سبأ,,1,1.0,1
مَسْكَنِهِمْ,,مسكن,هم,1,1.0,1
يَمِينٍ,,يمين,,1,1.0,1
وَشِمَالٍ,و,شمال,(null),1,1.0,1
بَلْدَةٌ,,بلد,ة,1,1.0,1
طَيِّبَةٌ,,طيب,ة|(null),1,1.0,1
وَرَبٌّ,,و,رب,1,1.0,1
فَأَعْرَضُوا,ف,أعرض,وا,1,1.0,1
سَيْلَ,,سيل,,1,1.0,1
الْعَرِمِ,ال,عرم,,1,1.0,1
وَبَدَّلْنَاهُمْ,و,بدل,نا|هم,1,1.0,1
بِجَنَّتَيْهِمْ,ب,جن,ت|ي|هم,1,1.0,1
ذَوَاتَيْ,,ذو,ات|ي,1,1.0,1
أُكُلٍ,,أكل,,1,1.0,1
خَمْطٍ,,خمط,,1,1.0,1
وَأَثْلٍ,و,أثل,,1,1.0,1
وَشَيْءٍ,و,شيء,,1,1.0,1
نُجَازِي,ن,جازي,,1,1.0,1
الْكَفُورَ,ال,كفور,,1,1.0,1
وَقَدَّرْنَا,و,قدر,نا,1,1.0,1
السَّيْرَ,ال,سير,,1,1.0,1
لَيَالِيَ,,ليالي,,1,1.0,1
وَأَيَّامَاً,و,أيام,ا,1,1.0,1
بَاعِدْ,,باعد,,1,1.0,1
أَسْفَارِنَا,,أسفار,نا,1,1.0,1
وَمَزَّقْنَاهُمْ,و,مزق,نا|هم,1,1.0,1
إِبْلِيسُ,,إبليس,,1,1.0,1
ظَنَّهُ,,ظن,ه,1,1.0,1
فَاتَّبَعُوهُ,ف,اتبع,و|ه,1,1.0,1
شِرْكٍ,,شرك,,1,1.0,1
ظَهِيرٍ,,ظهير,,1,1.0,1
فُزِّعَ,,فزع,,1,1.0,1
أَجْرَمْنَا,,أجرم,نا,1,1.0,1
نُسْأَلُ,ن,سأل,,1,1.0,1
يَفْتَحُ,ي,فتح,,1,1.0,1
الْفَتَّاحُ,ال,فتاح,,1,1.0,1
أَرُونِيَ,,أ+ر+و+ن,ي,1,1.0,1
أَلْحَقْتُمْ,,ألحق,تم,1,1.0,1
مِيعَادُ,,ميعاد,,1,1.0,1
تَسْتَأْخِرُونَ,ت,ستأخر+ون+None+None,,1,1.0,1
تَسْتَقْدِمُونَ,ت,ستقدم+ون+None+None,,1,1.0,1
مَوْقُوفُونَ,,موقوف,ون,1,1.0,1
أَنَحْنُ,أ,نحن,,1,1.0,1
صَدَدْنَاكُمْ,,صدد,نا|كم,1,1.0,1
مَكْرُ,,مكر,,1,1.0,1
تَأْمُرُونَنَا,ت,أمر+ون+نا+None+None,,1,1.0,1
نَكْفُرَ,ن,كفر,,1,1.0,1
وَنَجْعَلَ,و|ن,جعل,,1,1.0,1
الْأَغْلَالَ,ال,أغلال,,1,1.0,1
أَعْنَاقِ,,أعناق,,1,1.0,1
تُقَرِّبُكُمْ,ت,قرب,كم,1,1.0,1
الضِّعْفِ,ال,ضعف,,1,1.0,1
الْغُرُفَاتِ,ال,غرف,ات,1,1.0,1
يَسْعَوْنَ,ي,سع,ون,1,1.0,1
يُخْلِفُهُ,ي,خلف,ه,1,1.0,1
يَصُدَّكُمْ,ي,صد,كم,1,1.0,1
كُتُبٍ,,كتب,(null),1,1.0,1
يَدْرُسُونَهَا,ي,درس+ون+ها+None+None,,1,1.0,1
مِعْشَارَ,,معشار,,1,1.0,1
رُسُلِي,,رسل,ي,1,1.0,1
أَعِظُكُمْ,أ,عظ,كم,1,1.0,1
بِوَاحِدَةٍ,ب,واحد,ة|(null),1,1.0,1
وَفُرَادَى,و,فرادى,,1,1.0,1
تَتَفَكَّرُوا,ت,تفكر,وا,1,1.0,1
بِصَاحِبِكُمْ,ب,صاحب,كم,1,1.0,1
يَقْذِفُ,ي,قذف,,1,1.0,1
يُعِيدُ,ي,عيد,,1,1.0,1
أَضِلُّ,,أضل,,1,1.0,1
اهْتَدَيْتُ,,اهتدي,ت,1,1.0,1
فَزِعُوا,,فزع,وا,1,1.0,1
فَوْتَ,,فوت,,1,1.0,1
وَأُخِذُوا,و,أخذ+وا+None+None,,1,1.0,1
التَّنَاوُشُ,ال,تناوش,,1,1.0,1
وَيَقْذِفُونَ,و|ي,قذف+ون+None+None,,1,1.0,1
وَحِيلَ,و,حيل,,1,1.0,1
فُعِلَ,,فعل,,1,1.0,1
بِأَشْيَاعِهِمْ,ب,أشياع+هم+None+None,,1,1.0,1
جَاعِلِ,,جاعل,,1,1.0,1
أَجْنِحَةٍ,,أجنح,ة,1,1.0,1
يَفْتَحِ,ي,فتح,,1,1.0,1
مُمْسِكَ,,ممسك,,1,1.0,1
يُمْسِكْ,ي,مسك,,1,1.0,1
مُرْسِلَ,,مرسل,,1,1.0,1
خَالِقٍ,,خالق,,1,1.0,1
فَاتَّخِذُوهُ,ف,اتخذ,و|ه,1,1.0,1
حِزْبَهُ,,حزب,(null)|ه,1,1.0,1
تَذْهَبْ,ت,ذهب,,1,1.0,1
نَفْسُكَ,,نفس,ك,1,1.0,1
فَسُقْنَاهُ,ف,سق+نا+ه+None,,1,1.0,1
فَأَحْيَيْنَا,ف,أحيي+نا+None,,1,1.0,1
يَصْعَدُ,ي,صعد,,1,1.0,1
الْكَلِمُ,ال,كلم,,1,1.0,1
وَالْعَمَلُ,و|ال,عمل,,1,1.0,1
الصَّالِحُ,ال,صالح,,1,1.0,1
يَرْفَعُهُ,ي,رفع,ه,1,1.0,1
وَمَكْرُ,و,مكر,,1,1.0,1
يَبُورُ,ي,بور,,1,1.0,1
مُعَمَّرٍ,,معمر,,1,1.0,1
يُنْقَصُ,ي,نقص,,1,1.0,1
عُمُرِهِ,,عمر,(null)|ه,1,1.0,1
الْبَحْرَانِ,ال,بحر,ان,1,1.0,1
سَائِغٌ,,سائغ,,1,1.0,1
شَرَابُهُ,,شراب,ه,1,1.0,1
وَتَسْتَخْرِجُونَ,و|ت,ستخرج+ون+None+None,,1,1.0,1
قِطْمِيرٍ,,قطمير,,1,1.0,1
دُعَاءَكُمْ,,دعاء,كم,1,1.0,1
بِشِرْكِكُمْ,ب,شرك,كم,1,1.0,1
يُنَبِّئُكَ,ي,نبئ,ك,1,1.0,1
مُثْقَلَةٌ,,مثقل,ة,1,1.0,1
حِمْلِهَا,,حمل,ها,1,1.0,1
يُحْمَلْ,ي,حمل,,1,1.0,1
النُّورُ,ال,نور,,1,1.0,1
الظِّلُّ,ال,ظل,,1,1.0,1
الْحَرُورُ,ال,حرور,,1,1.0,1
الْأَحْيَاءُ,ال,أحياء,,1,1.0,1
الْأَمْوَاتُ,ال,أموات,,1,1.0,1
يُسْمِعُ,ي,سمع,,1,1.0,1
بِمُسْمِعٍ,ب,مسمع,,1,1.0,1
وَبِالزُّبُرِ,و|ب|ال,زبر,,1,1.0,1
وَبِالْكِتَابِ,و|ب|ال,كتاب,,1,1.0,1
أَخَذْتُ,,أخذ,ت,1,1.0,1
جُدَدٌ,,جدد,,1,1.0,1
بِيضٌ,,بيض,,1,1.0,1
وَحُمْرٌ,و,حمر,,1,1.0,1
وَغَرَابِيبُ,و,غرابيب,,1,1.0,1
سُودٌ,,سود,,1,1.0,1
وَالدَّوَابِّ,و|ال,دواب,,1,1.0,1
الْعُلَمَاءُ,ال,علماء,,1,1.0,1
تَبُورَ,ت,بور,,1,1.0,1
لِيُوَفِّيَهُمْ,,ل+ي+وفي,هم,1,1.0,1
أَوْرَثْنَا,,أورث,نا,1,1.0,1
اصْطَفَيْنَا,,اصطفي,نا,1,1.0,1
سَابِقٌ,,سابق,(null),1,1.0,1
بِالْخَيْرَاتِ,ب|ال,خير,ات,1,1.0,1
أَذْهَبَ,,أذهب,,1,1.0,1
الْحَزَنَ,ال,حزن,,1,1.0,1
أَحَلَّنَا,,أحل,نا,1,1.0,1
الْمُقَامَةِ,ال,مقام,ة,1,1.0,1
لُغُوبٌ,,لغوب,,1,1.0,1
فَيَمُوتُوا,ف|ي,موت,وا,1,1.0,1
عَذَابِهَا,,عذاب,ها,1,1.0,1
يَصْطَرِخُونَ,ي,صطرخ,ون,1,1.0,1
نُعَمِّرْكُمْ,ن,عمر,كم,1,1.0,1
تَذَكَّرَ,,تذكر,,1,1.0,1
وَجَاءَكُمُ,و,جاء,كم,1,1.0,1
غَيْبِ,,غيب,,1,1.0,1
شُرَكَاءَكُمُ,,شركاء,كم,1,1.0,1
بَيِّنَتٍ,,بين,ت,1,1.0,1
يَعِدُ,ي,عد,,1,1.0,1
يُمْسِكُ,ي,مسك,,1,1.0,1
تَزُولَا,ت,زول,ا,1,1.0,1
زَالَتَا,,زال,ت|ا,1,1.0,1
أَمْسَكَهُمَا,,أمسك,هما,1,1.0,1
لَيَكُونُنَّ,,ل+ي+كون+ن+None+None,,1,1.0,1
الْأُمَمِ,ال,أمم,,1,1.0,1
وَمَكْرَ,و,مكر,,1,1.0,1
السَّيِّئِ,ال,سيئ,,1,1.0,1
يَحِيقُ,ي,حيق,,1,1.0,1
السَّيِّئُ,ال,سيئ,,1,1.0,1
لِيُعْجِزَهُ,,ل+ي+عجز,ه,1,1.0,1
ظَهْرِهَا,,ظهر,(null)|ها,1,1.0,1
يس,,يس,,1,1.0,1
تَنْزِيلَ,,تنزيل,,1,1.0,1
أُنْذِرَ,,أنذر,,1,1.0,1
أَكْثَرِهِمْ,,أكثر,هم,1,1.0,1
أَغْلَالَاً,,أغلال,ا,1,1.0,1
الْأَذْقَانِ,ال,أذقان,,1,1.0,1
مُقْمَحُونَ,,مقمح,ون,1,1.0,1
فَأَغْشَيْنَاهُمْ,ف,أغشي,نا|هم,1,1.0,1
وَسَوَاءٌ,و,سواء,(null),1,1.0,1
وَخَشِيَ,و,خشي,,1,1.0,1
بِمَغْفِرَةٍ,ب,مغفر,ة,1,1.0,1
وَأَجْرٍ,و,أجر,(null),1,1.0,1
وَنَكْتُبُ,و|ن,كتب,,1,1.0,1
قَدَّمُوا,,قدم,وا,1,1.0,1
وَآثَارَهُمْ,و,آثار,هم,1,1.0,1
إِمَامٍ,,إمام,,1,1.0,1
فَعَزَّزْنَا,ف,عزز,نا,1,1.0,1
بِثَالِثٍ,ب,ثالث,,1,1.0,1
مُرْسَلُونَ,,مرسل,ون,1,1.0,1
تَكْذِبُونَ,ت,كذب,ون,1,1.0,1
لَمُرْسَلُونَ,,ل+مرسل,ون,1,1.0,1
تَطَيَّرْنَا,,تطير,نا,1,1.0,1
لَنَرْجُمَنَّكُمْ,,ل+ن+رجم+ن,كم,1,1.0,1
وَلَيَمَسَّنَّكُمْ,و|ل|ي,مس+ن,كم,1,1.0,1
أَئِنْ,أ,ئن,,1,1.0,1
ذُكِّرْتُمْ,,ذكر,تم,1,1.0,1
يَسْأَلُكُمْ,ي,سأل,كم,1,1.0,1
أَأَتَّخِذُ,أ|أ,تخذ,,1,1.0,1
يُرِدْنِ,ي,رد,ن,1,1.0,1
يُنْقِذُونِ,ي,نقذ+ون+None+None+None,,1,1.0,1
فَاسْمَعُونِ,,ف+ا+سمع+و+ن+None,,1,1.0,1
ادْخُلِ,,ا+دخل,,1,1.0,1
غَفَرَ,,غفر,,1,1.0,1
جُنْدٍ,,جند,,1,1.0,1
مُنْزِلِينَ,,منزل,ين,1,1.0,1
خَامِدُونَ,,خامد,ون,1,1.0,1
يَاحَسْرَةً,يا,حسر,ة,1,1.0,1
أَحْيَيْنَاهَا,,أحيي,نا|ها,1,1.0,1
وَأَخْرَجْنَا,و,أخرج,نا,1,1.0,1
فَمِنْهُ,,ف+من,ه,1,1.0,1
الْعُيُونِ,ال,عيون,,1,1.0,1
لِيَأْكُلُوا,ل|ي,أكل,وا,1,1.0,1
عَمِلَتْهُ,,عمل,ت|ه,1,1.0,1
نَسْلَخُ,ن,سلخ,,1,1.0,1
مُظْلِمُونَ,,مظلم,ون,1,1.0,1
لِمُسْتَقَرٍّ,ل,مستقر,,1,1.0,1
قَدَّرْنَاهُ,,قدر,نا|ه,1,1.0,1
كَالْعُرْجُونِ,ك|ال,عرجون,,1,1.0,1
تُدْرِكَ,ت,درك,,1,1.0,1
سَابِقُ,,سابق,(null),1,1.0,1
وَخَلَقْنَا,و,خلق,نا,1,1.0,1
يَرْكَبُونَ,ي,ركب,و|ن,1,1.0,1
نُغْرِقْهُمْ,ن,غرق,هم,1,1.0,1
صَرِيخَ,,صريخ,,1,1.0,1
يُنْقَذُونَ,ي,نقذ,ون,1,1.0,1
خَلْفَكُمْ,,خلف,كم,1,1.0,1
أَنُطْعِمُ,أ|ن,طعم,,1,1.0,1
