root,count,first_word,first_word_plain,first_segment,sample_location,wazn,confidence,other_examples
سفع,1,لَنَسْفَعَاً,لنسفعا,نَسْفَعَ,96:15:5,فعل,1.000,
سكب,1,مَسْكُوبٍ,مسكوب,مَسْكُوبٍ,56:31:2,مفعول,1.000,
سكت,1,سَكَتَ,سكت,سَكَتَ,7:154:2,فعل,1.000,
سلب,1,يَسْلُبْهُمُ,يسلبهم,سْلُبْ,22:73:20,فعل,0.920,
سلن,1,تَسْأَلْنِ,تسألن,سْأَلْنِ,11:46:12,فاعل,0.775,
سله,1,نَسْلَهُ,نسله,سْلَهُ,32:8:3,فعل,0.800,
سمد,1,سَامِدُونَ,سامدون,سَامِدُ,53:61:2,فاعل,1.000,
سمعن,1,وَلَتَسْمَعُنَّ,ولتسمعن,لَتَسْمَعُنَّ,3:186:5,تفعلل,0.713,
سمك,1,سَمْكَهَا,سمكها,سَمْكَ,79:28:2,فعل,1.000,
سند,1,مُسَنَّدَةٌ,مسندة,مُسَنَّدَ,63:4:11,مفعل,1.000,
سنم,1,تَسْنِيمٍ,تسنيم,تَسْنِيمٍ,83:27:3,تفعيل,1.000,
سهر,1,بِالسَّاهِرَةِ,بالساهرة,سَاهِرَ,79:14:3,فاعل,1.000,
سهل,1,سُهُولِهَا,سهولها,سُهُولِ,7:74:13,فعول,1.000,
سوح,1,بِسَاحَتِهِمْ,بساحتهم,سَاحَ,37:177:3,فعل,1.000,
سوغ,1,يُسِيغُهُ,يسيغه,يُسِيغُ,14:17:4,فعل,1.000,
سوى,1,سَاوَى,ساوى,سَاوَى,18:96:6,فاعل,1.000,
سيل,1,السَّيْلُ,السيل,سَيْلُ,13:17:9,فعل,1.000,
شبب,1,شُبِّهَ,شبه,شُبِّ,4:157:15,فعل,0.846,
شتء,1,الشِّتَاءِ,الشتاء,شِتَاءِ,106:2:3,فعال,0.925,
شتد,1,اشْتَدَّتْ,اشتدت,اشْتَدَّ,14:18:7,افعل,0.925,
شتك,1,وَتَشْتَكِي,وتشتكي,شْتَكِ,58:1:9,فعل,0.800,
شجرت,1,شَجَرَتَ,شجرت,شَجَرَتَ,44:43:2,فعلل,0.765,
شحم,1,شُحُومَهُمَا,شحومهما,شُحُومَ,6:146:13,فعول,1.000,
شرد,1,فَشَرِّدْ,فشرد,شَرِّدْ,8:57:5,فعل,1.000,
شرذم,1,لَشِرْذِمَةٌ,لشرذمة,شِرْذِمَ,26:54:3,فعلل,0.880,
شرط,1,أَشْرَاطُهَا,أشراطها,أَشْرَاطُ,47:18:10,افعال,1.000,
شعرن,1,يُشْعِرَنَّ,يشعرن,شْعِرَنَّ,18:19:36,فعلل,0.697,
شعل,1,وَاشْتَعَلَ,واشتعل,اشْتَعَلَ,19:4:7,افتعل,0.757,
شغف,1,شَغَفَهَا,شغفها,شَغَفَ,12:30:12,فعل,1.000,
شفت,1,وَشَفَتَيْنِ,وشفتين,شَفَتَ,90:9:2,فعل,1.000,
شقت,1,انْشَقَّتْ,انشقت,شَقَّتْ,84:1:3,فعل,0.900,
شكس,1,مُتَشَاكِسُونَ,متشاكسون,مُتَشَاكِسُ,39:29:7,متفاعل,1.000,
شلا,1,تَفْشَلَا,تفشلا,فْشَلَا,3:122:6,فعل,0.970,
شمءز,1,اشْمَأَزَّتْ,اشمأزت,شْمَأَزَّ,39:45:5,فعلل,0.697,
شمت,1,تُشْمِتْ,تشمت,شْمِتْ,7:150:32,فعل,0.920,
شمخ,1,شَامِخَاتٍ,شامخات,شَامِخَ,77:27:4,فاعل,1.000,
شوز,1,نُشُوزَهُنَّ,نشوزهن,شُوزَ,4:34:24,فعل,0.900,
شوظ,1,شُوَاظٌ,شواظ,شُوَاظٌ,55:35:3,فعال,1.000,
شوك,1,الشَّوْكَةِ,الشوكة,شَوْكَ,8:7:12,فعل,1.000,
صخخ,1,الصَّاخَّةُ,الصاخة,صَاخَّ,80:33:3,فاعل,1.000,
صرع,1,صَرْعَى,صرعى,صَرْعَى,69:7:11,فعلى,1.000,
صطد,1,فَاصْطَادُوا,فاصطادوا,صْطَادُ,5:2:26,فعال,0.850,
صطرخ,1,يَصْطَرِخُونَ,يصطرخون,صْطَرِخُ,35:37:2,فعلل,0.697,
صطنع,1,وَاصْطَنَعْتُكَ,واصطنعتك,اصْطَنَعْ,20:41:1,فعلل,0.677,
صعر,1,تُصَعِّرْ,تصعر,صَعِّرْ,31:18:2,فعل,1.000,
صغو,1,وَلِتَصْغَى,ولتصغى,صْغَى,6:113:1,فعل,1.000,
صفصف,1,صَفْصَفَاً,صفصفا,صَفْصَفَ,20:106:3,فعلل,0.957,
صفن,1,الصَّافِنَاتُ,الصافنات,صَافِنَ,38:31:5,فاعل,1.000,
صكت,1,فَصَكَّتْ,فصكت,صَكَّتْ,51:29:5,فعل,0.900,
صلت,1,فَصَلَتِ,فصلت,صَلَتِ,12:94:2,فعل,0.900,
صلد,1,صَلْدَاً,صلدا,صَلْدَ,2:264:27,فعل,1.000,
صله,1,وَنُصْلِهِ,ونصله,صْلِهِ,4:115:17,فعل,0.800,
صمت,1,صَامِتُونَ,صامتون,صَامِتُ,7:193:12,فاعل,1.000,
صمد,1,الصَّمَدُ,الصمد,صَمَدُ,112:2:2,فعل,1.000,
صوت,1,بِنَاصِيَتِهَا,بناصيتها,نَاصِيَتِ,11:56:13,افعل,0.883,
صوع,1,صُوَاعَ,صواع,صُوَاعَ,12:72:3,فعال,1.000,
صيبن,1,تُصِيبَنَّ,تصيبن,تُصِيبَنَّ,8:25:4,تفعلل,0.684,
صيف,1,وَالصَّيْفِ,والصيف,صَيْفِ,106:2:4,فعل,1.000,
ضءق,1,وَضَائِقٌ,وضائق,ضَائِقٌ,11:12:7,فاعل,0.925,
ضءن,1,الضَّأْنِ,الضأن,ضَأْنِ,6:143:4,فعل,1.000,
ضبح,1,ضَبْحَاً,ضبحا,ضَبْحَ,100:1:2,فعل,1.000,
ضدد,1,ضِدَّاً,ضدا,ضِدَّ,19:82:6,فعل,0.973,
ضطرر,1,اضْطُرِرْتُمْ,اضطررتم,ضْطُرِرْ,6:119:18,فعلل,0.697,
ضفدع,1,وَالضَّفَادِعَ,والضفادع,ضَفَادِعَ,7:133:6,فعالل,0.973,
ضلا,1,أَضَلَّانَا,أضلانا,أَضَلَّا,41:29:7,افعل,1.000,
ضمر,1,ضَامِرٍ,ضامر,ضَامِرٍ,22:27:9,فاعل,1.000,
ضنك,1,ضَنْكَاً,ضنكا,ضَنْكَ,20:124:8,فعل,1.000,
ضهء,1,يُضَاهِئُونَ,يضاهئون,ضَاهِئُ,9:30:14,فاعل,0.925,
ضيز,1,ضِيزَى,ضيزى,ضِيزَى,53:22:4,فعلى,1.000,
طءع,1,طَائِعِينَ,طائعين,طَائِعِ,41:11:16,فاعل,0.925,
طبن,1,طِبْنَ,طبن,طِبْنَ,4:4:6,فعل,0.900,
طحي,1,طَحَاهَا,طحاها,طَحَا,91:6:3,فعل,1.000,
طرت,1,فِطْرَتَ,فطرت,فِطْرَتَ,30:30:5,فعل,0.810,
طرح,1,اطْرَحُوهُ,اطرحوه,اطْرَحُو,12:9:4,افعلو,0.805,
طفف,1,لِلْمُطَفِّفِينَ,للمطففين,مُطَفِّفِ,83:1:2,مفعل,1.000,
طلح,1,وَطَلْحٍ,وطلح,طَلْحٍ,56:29:1,فعل,1.000,
طمم,1,الطَّامَّةُ,الطامة,طَامَّ,79:34:3,فاعل,1.000,
طهرن,1,يَطْهُرْنَ,يطهرن,طْهُرْنَ,2:222:14,فعلل,0.630,
طود,1,كَالطَّوْدِ,كالطود,طَوْدِ,26:63:12,فعل,1.000,
ظعن,1,ظَعْنِكُمْ,ظعنكم,ظَعْنِ,16:80:15,فعل,1.000,
ظلت,1,فَظَلَّتْ,فظلت,ظَلَّتْ,26:4:8,فعل,0.900,
ظنو,1,الظُّنُونَا,الظنونا,ظُنُو,33:10:16,فعل,1.000,
ظهرو,1,يَظْهَرُوهُ,يظهروه,ظْهَرُو,18:97:4,فعلل,0.765,
عءد,1,عَائِدُونَ,عائدون,عَائِدُ,44:15:6,فاعل,0.925,
عءل,1,عَائِلَاً,عائلا,عَائِلَ,93:8:2,فاعل,0.925,
عاد,1,وَاعَدْنَا,واعدنا,اعَدْ,2:51:2,فعل,0.880,
عبء,1,يَعْبَأُ,يعبأ,عْبَأُ,25:77:3,فعل,0.920,
عبدو,1,يَعْبُدُوهَا,يعبدوها,عْبُدُو,39:17:5,فعلل,0.765,
عبقر,1,وَعَبْقَرِيٍّ,وعبقري,عَبْقَرِيٍّ,55:76:5,فعلل,0.862,
عتدو,1,تَعْتَدُوهَا,تعتدوها,عْتَدُو,2:229:39,فعلل,0.765,
عتر,1,اعْتَرَاكَ,اعتراك,اعْتَرَا,11:54:4,افعل,0.832,
عتزل,1,وَأَعْتَزِلُكُمْ,وأعتزلكم,أَعْتَزِلُ,19:48:1,فعلل,0.614,
عتصم,1,يَعْتَصِمْ,يعتصم,عْتَصِمْ,3:101:11,فعلل,0.697,
عجت,1,نَعْجَتِكَ,نعجتك,عْجَتِ,38:24:5,فعل,0.800,
عجلو,1,تَسْتَعْجِلُوهُ,تستعجلوه,سْتَعْجِلُوهُ,16:1:5,فعلل,0.742,
عدس,1,وَعَدَسِهَا,وعدسها,عَدَسِ,2:61:21,فعل,1.000,
عرر,1,وَالْمُعْتَرَّ,والمعتر,مُعْتَرَّ,22:36:22,مفتعل,0.951,
عرضن,1,تُعْرِضَنَّ,تعرضن,عْرِضَنَّ,17:28:2,فعلل,0.697,
عرفن,1,وَلَتَعْرِفَنَّهُمْ,ولتعرفنهم,لَتَعْرِفَنَّ,47:30:6,تفعلل,0.664,
عرم,1,الْعَرِمِ,العرم,عَرِمِ,34:16:5,فعل,1.000,
عري,1,تَعْرَى,تعرى,عْرَى,20:118:7,فعل,1.000,
عزت,1,فَبِعِزَّتِكَ,فبعزتك,عِزَّتِ,38:82:2,فعل,0.900,
عزن,1,عِزِينَ,عزين,عِزِينَ,70:37:5,فعيل,0.925,
عسعس,1,عَسْعَسَ,عسعس,عَسْعَسَ,81:17:3,فعلل,0.957,
عصن,1,يَعْصِينَكَ,يعصينك,عْصِينَ,60:12:28,فعيل,0.850,
عضن,1,عِضِينَ,عضين,عِضِينَ,15:91:4,فعيل,0.925,
عطف,1,عِطْفِهِ,عطفه,عِطْفِ,22:9:2,فعل,1.000,
عفرت,1,عِفْرِيتٌ,عفريت,عِفْرِيتٌ,27:39:2,فعليل,0.973,
علق,1,كَالْمُعَلَّقَةِ,كالمعلقة,مُعَلَّقَ,4:129:14,مفعل,1.000,
علمت,1,عَلِمَتِ,علمت,عَلِمَتِ,37:158:7,فعلل,0.765,
علمو,1,تَعْلَمُوهُمْ,تعلموهم,عْلَمُو,48:25:19,فعلل,0.765,
عله,1,فَعَلَهُ,فعله,عَلَهُ,21:63:3,فعل,0.900,
عمء,1,نَعْمَاءَ,نعماء,عْمَاءَ,11:10:3,فعال,0.850,
عمق,1,عَمِيقٍ,عميق,عَمِيقٍ,22:27:14,فعيل,1.000,
عوا,1,تَبِعُوا,تبعوا,عُوا,2:145:9,فعل,1.000,
عيب,1,أَعِيبَهَا,أعيبها,أَعِيبَ,18:79:10,افعل,1.000,
عيدو,1,يُعِيدُوكُمْ,يعيدوكم,عِيدُو,18:20:7,فعلل,0.832,
عيل,1,عَيْلَةً,عيلة,عَيْلَ,9:28:16,فعل,1.000,
غبن,1,التَّغَابُنِ,التغابن,تَغَابُنِ,64:9:7,تفاعل,1.000,
غتب,1,يَغْتَبْ,يغتب,غْتَبْ,49:12:15,فعل,0.800,
غتسل,1,تَغْتَسِلُوا,تغتسلوا,غْتَسِلُ,4:43:19,فعلل,0.697,
غدء,1,غَدَاءَنَا,غداءنا,غَدَاءَ,18:62:6,فعال,0.925,
غدق,1,غَدَقَاً,غدقا,غَدَقَ,72:16:7,فعل,1.000,
غربب,1,وَغَرَابِيبُ,وغرابيب,غَرَابِيبُ,35:27:21,فعاليل,0.855,
غرو,1,فَأَغْرَيْنَا,فأغرينا,أَغْرَيْ,5:14:13,افعل,1.000,
غزز,1,غُزَّىً,غزى,غُزَّىً,3:156:16,فعلى,1.000,
غزل,1,غَزْلَهَا,غزلها,غَزْلَ,16:92:5,فعل,1.000,
غصب,1,غَصْبَاً,غصبا,غَصْبَ,18:79:17,فعل,1.000,
غصص,1,غُصَّةٍ,غصة,غُصَّ,73:13:3,فعل,0.973,
غضضن,1,يَغْضُضْنَ,يغضضن,غْضُضْنَ,24:31:3,فعلل,0.630,
غطش,1,وَأَغْطَشَ,وأغطش,أَغْطَشَ,79:29:1,افعل,1.000,
غفرن,1,وَيَسْتَغْفِرُونَهُ,ويستغفرونه,سْتَغْفِرُونَهُ,5:74:5,فعلول,0.716,
غلت,1,غُلَّتْ,غلت,غُلَّتْ,5:64:6,فعل,0.900,
غلقت,1,وَغَلَّقَتِ,وغلقت,غَلَّقَتِ,12:23:8,فعلل,0.765,
غمز,1,يَتَغَامَزُونَ,يتغامزون,تَغَامَزُ,83:30:4,تفاعل,1.000,
غمض,1,تُغْمِضُوا,تغمضوا,غْمِضُ,2:267:23,فعل,0.920,
غول,1,غَوْلٌ,غول,غَوْلٌ,37:47:3,فعل,1.000,
غوه,1,بَالِغُوهُ,بالغوه,غُوهُ,7:135:8,فعل,0.900,
غيه,1,بَالِغِيهِ,بالغيه,غِيهِ,16:7:7,فعل,0.900,
فءذ,1,فَإِذَاً,فإذا,فَإِذَ,4:53:6,فعل,1.000,
فتق,1,فَفَتَقْنَاهُمَا,ففتقناهما,فَتَقْ,21:30:10,فعل,1.000,
فجو,1,فَجْوَةٍ,فجوة,فَجْوَ,18:17:17,فعل,1.000,
فحسب,1,أَفَحَسِبَ,أفحسب,أَفَحَسِبَ,18:102:1,فعلل,0.614,
فدء,1,فِدَاءً,فداء,فِدَاءً,47:4:16,فعال,0.925,
فرث,1,فَرْثٍ,فرث,فَرْثٍ,16:66:12,فعل,1.000,
فرع,1,وَفَرْعُهَا,وفرعها,فَرْعُ,14:24:13,فعل,1.000,
فرقا,1,يَتَفَرَّقَا,يتفرقا,يَتَفَرَّقَا,4:130:2,تفعلل,0.744,
فزز,1,وَاسْتَفْزِزْ,واستفزز,اسْتَفْزِزْ,17:64:1,استفعل,0.983,
فسحر,1,أَفَسِحْرٌ,أفسحر,أَفَسِحْرٌ,52:15:1,فعلل,0.614,
فسر,1,تَفْسِيرَاً,تفسيرا,تَفْسِيرَ,25:33:8,تفعيل,1.000,
فصح,1,أَفْصَحُ,أفصح,أَفْصَحُ,28:34:4,افعل,1.000,
فصم,1,انْفِصَامَ,انفصام,انْفِصَامَ,2:256:20,انفعال,1.000,
فضح,1,تَفْضَحُونِ,تفضحون,فْضَحُ,15:68:6,فعل,0.920,
فظظ,1,فَظَّاً,فظا,فَظَّ,3:159:9,فعل,0.973,
فعت,1,نَفَعَتِ,نفعت,نَفَعَتِ,87:9:3,فعل,0.792,
فعص,1,أَفَعَصَيْتَ,أفعصيت,أَفَعَصَيْ,20:93:3,افعل,0.897,
فعه,1,نَفْعِهِ,نفعه,فْعِهِ,22:13:6,فعل,0.800,
فعي,1,أَفَعَيِينَا,أفعيينا,أَفَعَيِي,50:15:1,افعل,0.897,
ففى,1,وَفَّى,وفى,فَّى,53:37:3,فعل,0.846,
فقع,1,فَاقِعٌ,فاقع,فَاقِعٌ,2:69:15,فاعل,1.000,
فكل,1,فَكُلَّاً,فكلا,فَكُلَّ,29:40:1,فعل,1.000,
فلن,1,يَكْفُلُونَهُ,يكفلونه,كْفُلُونَ,28:12:12,فعول,0.957,
فند,1,تُفَنِّدُونِ,تفندون,فَنِّدُ,12:94:12,فعل,1.000,
فنن,1,أَفْنَانٍ,أفنان,أَفْنَانٍ,55:48:2,افعال,1.000,
فني,1,فَانٍ,فان,فَانٍ,55:26:4,فعل,0.990,
فهل,1,أَفَتُهْلِكُنَا,أفتهلكنا,أَفَتُهْلِكُ,7:173:12,افتعل,0.516,
فهم,1,فَفَهَّمْنَاهَا,ففهمناها,فَهَّمْ,21:79:1,فعل,1.000,
فوس,1,نُفُوسِكُمْ,نفوسكم,فُوسِ,17:25:5,فعل,0.900,
فوض,1,أَفَاضَ,أفاض,أَفَاضَ,2:199:5,افعل,1.000,
فوك,1,وَفَوَاكِهَ,وفواكه,فَوَاكِ,77:42:1,فعال,0.925,
فيف,1,لَفِيفَاً,لفيفا,فِيفَ,17:104:14,فعل,0.900,
قبح,1,الْمَقْبُوحِينَ,المقبوحين,مَقْبُوحِ,28:42:10,مفعول,1.000,
قتبس,1,نَقْتَبِسْ,نقتبس,قْتَبِسْ,57:13:8,فعلل,0.697,
قتتل,1,يَقْتَتِلَانِ,يقتتلان,قْتَتِلَ,28:15:11,فعلل,0.697,
قتلن,1,يَقْتُلْنَ,يقتلن,قْتُلْنَ,60:12:18,فعلل,0.630,
قثء,1,وَقِثَّائِهَا,وقثائها,قِثَّائِ,2:61:19,فعال,1.000,
قدت,1,وَقَدَّتْ,وقدت,قَدَّتْ,12:25:3,فعل,0.900,
قدح,1,قَدْحَاً,قدحا,قَدْحَ,100:2:2,فعل,1.000,
قدد,1,قِدَدَاً,قددا,قِدَدَ,72:11:9,فعل,1.000,
قرت,1,قُرَّتُ,قرت,قُرَّتُ,28:9:4,فعل,0.900,
قريت,1,الْقَرْيَتَيْنِ,القريتين,قَرْيَتَ,43:31:9,فعلل,0.832,
قسر,1,قَسْوَرَةٍ,قسورة,قَسْوَرَ,74:51:3,فعول,0.891,
قسس,1,قِسِّيسِينَ,قسيسين,قِسِّيسِ,5:82:22,فعيل,1.000,
قشعر,1,تَقْشَعِرُّ,تقشعر,قْشَعِرُّ,39:23:8,فعلل,0.802,
قصف,1,قَاصِفَاً,قاصفا,قَاصِفَ,17:69:10,فاعل,1.000,
قصم,1,قَصَمْنَا,قصمنا,قَصَمْ,21:11:2,فعل,1.000,
قضب,1,وَقَضْبَاً,وقضبا,قَضْبَ,80:28:2,فعل,1.000,
قضت,1,قُضِيَتِ,قضيت,قُضِيَتِ,62:10:2,فعيل,0.775,
قطط,1,قِطَّنَا,قطنا,قِطَّ,38:16:5,فعل,0.973,
قطمر,1,قِطْمِيرٍ,قطمير,قِطْمِيرٍ,35:13:28,فعليل,0.973,
قعر,1,مُنْقَعِرٍ,منقعر,مُنْقَعِرٍ,54:20:6,منفعل,1.000,
قفل,1,أَقْفَالُهَا,أقفالها,أَقْفَالُ,47:24:7,افعال,1.000,
ققب,1,فَنَقَّبُوا,فنقبوا,قَّبُ,50:36:10,فعل,0.752,
قلع,1,أَقْلِعِي,أقلعي,أَقْلِعِ,11:44:6,افعل,1.000,
قلو,1,قَلَى,قلى,قَلَى,93:3:5,فعل,1.000,
قمح,1,مُقْمَحُونَ,مقمحون,مُقْمَحُ,36:8:10,مفعل,1.000,
قمطر,1,قَمْطَرِيرَاً,قمطريرا,قَمْطَرِيرَ,76:10:7,فعللير,0.765,
قمع,1,مَقَامِعُ,مقامع,مَقَامِعُ,22:21:2,مفاعل,1.000,
قمل,1,وَالْقُمَّلَ,والقمل,قُمَّلَ,7:133:5,فعل,1.000,
قمن,1,وَأَقِمْنَ,وأقمن,أَقِمْنَ,33:33:9,افعل,0.925,
قوب,1,قَابَ,قاب,قَابَ,53:9:2,فعل,1.000,
قوس,1,قَوْسَيْنِ,قوسين,قَوْسَ,53:9:3,فعل,1.000,
قولن,1,تَقُولَنَّ,تقولن,تَقُولَنَّ,18:23:2,تفعلل,0.738,
كبب,1,مُكِبَّاً,مكبا,مُكِبَّ,67:22:3,مفعل,1.000,
كبد,1,كَبَدٍ,كبد,كَبَدٍ,90:4:5,فعل,1.000,
كبكب,1,فَكُبْكِبُوا,فكبكبوا,كُبْكِبُ,26:94:1,فعلل,0.957,
كثب,1,كَثِيبَاً,كثيبا,كَثِيبَ,73:14:7,فعيل,1.000,
كحب,1,كَحُبِّ,كحب,كَحُبِّ,2:165:10,فعل,0.900,
كحن,1,يَنْكِحْنَ,ينكحن,نْكِحْنَ,2:232:9,فعل,0.792,
كدر,1,انْكَدَرَتْ,انكدرت,نْكَدَرَ,81:2:3,فعل,1.000,
كذل,1,كَذَلِكُمْ,كذلكم,كَذَلِ,48:15:18,فعل,0.900,
كرت,1,كَرَّتَيْنِ,كرتين,كَرَّتَ,67:4:4,فعل,1.000,
كسد,1,كَسَادَهَا,كسادها,كَسَادَ,9:24:13,فعال,1.000,
كشط,1,كُشِطَتْ,كشطت,كُشِطَ,81:11:3,فعل,1.000,
كطي,1,كَطَيِّ,كطي,كَطَيِّ,21:104:4,فعل,0.900,
كغل,1,كَغَلْيِ,كغلي,كَغَلْ,44:46:1,فعل,0.900,
كلء,1,يَكْلَؤُكُمْ,يكلؤكم,كْلَؤُ,21:42:3,فعل,0.920,
كلن,1,يَأْكُلْنَ,يأكلن,أْكُلْنَ,12:48:8,افعل,0.850,
كلو,1,فَكُلُوهُ,فكلوه,كُلُو,4:4:12,فعل,1.000,
كند,1,لَكَنُودٌ,لكنود,كَنُودٌ,100:6:4,فعول,1.000,
كنس,1,الْكُنَّسِ,الكنس,كُنَّسِ,81:16:2,فعل,1.000,
كوي,1,فَتُكْوَى,فتكوى,كْوَى,9:35:7,فعل,1.000,
لءح,1,لَأَحْتَنِكَنَّ,لأحتنكن,لَأَحْ,17:62:12,فعل,0.900,
لبد,1,لُبَدَاً,لبدا,لُبَدَ,90:6:4,فعل,1.000,
لبغ,1,لَبَغَوْا,لبغوا,لَبَغَ,42:27:6,فعل,1.000,
لبي,1,لَبَيْتُ,لبيت,لَبَيْ,29:41:15,فعل,0.900,
لتر,1,لَتَرَوُنَّ,لترون,لَتَرَ,102:6:1,فعل,1.000,
لتقم,1,فَلْتَقُمْ,فلتقم,فَلْتَقُمْ,4:102:7,فعلل,0.628,
لتم,1,كِلْتُمْ,كلتم,لْتُمْ,17:35:4,فعل,0.800,
لحب,1,لِحُبِّ,لحب,لِحُبِّ,100:8:2,فعل,0.800,
لحف,1,إِلْحَافَاً,إلحافا,إِلْحَافَ,2:273:22,افعال,1.000,
لحم,1,لُحُومُهَا,لحومها,لُحُومُ,22:37:4,فعول,1.000,
لحن,1,لَحْنِ,لحن,لَحْنِ,47:30:8,فعل,1.000,
لحي,1,بِلِحْيَتِي,بلحيتي,لِحْيَ,20:94:5,فعل,1.000,
لخش,1,وَلْيَخْشَ,وليخش,وَلْيَخْشَ,4:9:1,فيعال,0.581,
لده,1,وَلَدِهِ,ولده,لَدِهِ,31:33:11,فعل,0.900,
لذءق,1,لَذَائِقُونَ,لذائقون,لَذَائِقُ,37:31:6,فعالل,0.846,
لرء,1,لَرَأَيْتَهُ,لرأيته,لَرَأَيْ,59:21:7,فعل,0.970,
لري,1,لَأَرَيْنَاكَهُمْ,لأريناكهم,لَأَرَيْنَاكَ,47:30:3,فاعل,0.825,
لشر,1,لَشَرَّ,لشر,لَشَرَّ,38:55:4,فعل,1.000,
لصو,1,لَصَوْتُ,لصوت,لَصَوْ,31:19:10,فعل,0.900,
لظر,1,وَلْتَنْظُرْ,ولتنظر,وَلْتَنْظُرْ,59:18:6,فتنعل,0.479,
لظل,1,لَظَلُّوا,لظلوا,لَظَلُّ,30:51:6,فعل,0.900,
لظي,1,تَلَظَّى,تلظى,تَلَظَّى,92:14:3,فعل,1.000,
لعف,1,وَلْيَعْفُوا,وليعفوا,وَلْيَعْفُ,24:22:16,فيعال,0.581,
لغءظ,1,لَغَائِظُونَ,لغائظون,لَغَائِظُ,26:55:3,فعالل,0.846,
لغد,1,لِغَدٍ,لغد,لِغَدٍ,59:18:10,فعل,0.900,
لفت,1,لِتَلْفِتَنَا,لتلفتنا,لْفِتَ,10:78:3,فعل,1.000,
لفح,1,تَلْفَحُ,تلفح,لْفَحُ,23:104:1,فعل,0.920,
لفظ,1,يَلْفِظُ,يلفظ,لْفِظُ,50:18:2,فعل,0.920,
لفف,1,أَلْفَافَاً,ألفافا,أَلْفَافَ,78:16:2,افعال,1.000,
لقب,1,بِالْأَلْقَابِ,بالألقاب,أَلْقَابِ,49:11:28,افعال,1.000,
لقح,1,لَوَاقِحَ,لواقح,لَوَاقِحَ,15:22:3,فواعل,0.973,
لقق,1,وَيُلَقَّوْنَ,ويلقون,لَقَّ,25:75:6,فعل,0.846,
لقل,1,لَقُلْنَا,لقلنا,لَقُلْ,8:31:10,فعل,0.900,
لكل,1,فَلْيَأْكُلْ,فليأكل,فَلْيَأْكُلْ,4:6:27,فياعل,0.554,
لمع,1,لَمَعَكُمْ,لمعكم,لَمَعَ,5:53:11,فعل,1.000,
لمق,1,لَمَقْتُ,لمقت,لَمَقْ,40:10:5,فعل,0.900,
