surface,plain,word_class,masaq_tag,lemma,root,wazn,aspect,case,role,source,agreement_with_masaq,confidence,first_seen_at,ambiguous
وَلَأُغْوِيَنَّهُمْ,ولأغوينهم,FIIL,IV,,أغو,فعل,IV,INVARIABLE,IV,MASAQ:33971,Partial,Hypothesis,15:39:9,
وَلَأُمَنِّيَنَّهُمْ,ولأمنينهم,FIIL,IV,,ءمن,فعل,IV,INVARIABLE,IV,MASAQ:12306,Partial,Hypothesis,4:119:2,
وَلَئِنِ,ولئن,HARF,CONDITION_PART,,ئنن,فعل,,INVARIABLE,PART_CONDITION,MASAQ:2135,Full,Certificate,2:120:16,
وَلَئِنْ,ولئن,HARF,CONDITION_PART,,ئنن,فعل,,INVARIABLE,PART_CONDITION,MASAQ:2634,Full,Certificate,2:145:1,
وَلَا,ولا,HARF,NEG_PART,,—,حرف نفي,,INVARIABLE,NON_INFLECT,MASAQ:28,Full,Certificate,1:7:8,
وَلَا تَزَالُ,ولا,HARF,NEG_PART,,زل,افتعال,,NOMINATIVE,IV_COP,MASAQ:13856,Partial,Hypothesis,5:13:17,
وَلَاتَ,ولات,HARF,NEG_PART,,ليت,فعل,,INVARIABLE,,MASAQ:58575,Full,Certificate,38:3:8,
وَلَايَتِهِمْ,ولايتهم,ISM_MUARAB,NOUN_ABSTRACT,,,,,GENITIVE,PREP_OBJ,MASAQ:23836,Partial,Hypothesis,8:72:25,
وَلَبِئْسَ,ولبئس,UNKNOWN,UNINFLECTED_VERB,,بءس,فعل,,INVARIABLE,,MASAQ:1791,Partial,Hypothesis,2:102:67,
وَلَبِثُوا,ولبثوا,FIIL,PV,,لبث,فعل,PV,INVARIABLE,,MASAQ:38121,Full,Certificate,18:25:1,
وَلَبِثْتَ,ولبثت,FIIL,PV,,لبث,فعل,PV,INVARIABLE,,MASAQ:47485,Full,Certificate,26:18:6,
وَلَتَجِدَنَّ,ولتجدن,FIIL,IV,,تجد,فعل,IV,INVARIABLE,IV,MASAQ:15402,Partial,Hypothesis,5:82:10,
وَلَتَجِدَنَّهُمْ,ولتجدنهم,FIIL,IV,,تجد,فعل,IV,INVARIABLE,IV,MASAQ:1628,Partial,Hypothesis,2:96:1,
وَلَتَسْمَعُنَّ,ولتسمعن,FIIL,IV,,سمع,تفعّل,IV,NOMINATIVE,IV,MASAQ:9405,Partial,Hypothesis,3:186:5,
وَلَتَعْرِفَنَّهُمْ,ولتعرفنهم,FIIL,IV,,عرف,تفعّل,IV,NOMINATIVE,IV,MASAQ:66084,Partial,Hypothesis,47:30:6,
وَلَتَعْلَمُنَّ,ولتعلمن,FIIL,IV,,علم,تفعّل,IV,NOMINATIVE,IV,MASAQ:40876,Partial,Hypothesis,20:71:22,
وَلَتَعْلُنَّ,ولتعلن,FIIL,IV,,علن,تفعّل,IV,NOMINATIVE,IV,MASAQ:36231,Partial,Hypothesis,17:4:11,
وَلَتَكُونَنَّ,ولتكونن,FIIL,IV,,تكن,فعول,IV,NOMINATIVE,IV_COP,MASAQ:60302,Partial,Hypothesis,39:65:12,
وَلَتَنَازَعْتُمْ,ولتنازعتم,FIIL,PV,,نزع,تفاعل,PV,INVARIABLE,,MASAQ:23340,Partial,Hypothesis,8:43:11,
وَلَتَنْصُرُنَّهُ,ولتنصرنه,FIIL,IV,,نصر,تفعّل,IV,NOMINATIVE,IV,MASAQ:7579,Partial,Hypothesis,3:81:19,
وَلَتُسْأَلُنَّ,ولتسألن,FIIL,IV,,,,IV,NOMINATIVE,IV_PASS,MASAQ:35683,Partial,Hypothesis,16:93:14,
وَلَحْمٍ,ولحم,ISM_MUARAB,NOUN_CONCRETE,,لحم,فعل,,GENITIVE,CONJ_N,MASAQ:67965,Full,Certificate,52:22:3,
وَلَحْمَ,ولحم,ISM_MUARAB,NOUN_CONCRETE,,لحم,فعل,,ACCUSATIVE,CONJ_N,MASAQ:3115,Full,Certificate,2:173:6,
وَلَحْمُ,ولحم,ISM_MUARAB,NOUN_CONCRETE,,لحم,فعل,,NOMINATIVE,CONJ_N,MASAQ:13515,Full,Certificate,5:3:5,
وَلَحْمِ,ولحم,ISM_MUARAB,NOUN_CONCRETE,,لحم,فعل,,GENITIVE,CONJ_N,MASAQ:69286,Full,Certificate,56:21:1,
وَلَدٌ,ولد,ISM_MUARAB,NOUN_CONCRETE,,ولد,فعل,,NOMINATIVE,SUBJ_COP_V,MASAQ:6974,Full,Certificate,3:47:6,
وَلَدٍ,ولد,ISM_MUARAB,NOUN_CONCRETE,,ولد,فعل,,ACCUSATIVE,OBJ,MASAQ:39661,Full,Certificate,19:35:7,
وَلَدَ,ولد,FIIL,PV,,لدد,فعل,PV,INVARIABLE,,MASAQ:58429,None,Certificate,37:152:1,";ISM_MUARAB@(90, 3, 3)"
وَلَدَارُ,ولدار,ISM_MUARAB,NOUN_CONCRETE,,دور,فعل,,NOMINATIVE,SUBJ,MASAQ:31946,Partial,Hypothesis,12:109:23,
وَلَدَاً,ولدا,ISM_MUARAB,NOUN_CONCRETE,,ولد,فعل,,ACCUSATIVE,OBJ,MASAQ:2064,Full,Certificate,2:116:4,
وَلَدَيْنَا,ولدينا,HARF,ADV,,لدد,فعل,,ACCUSATIVE,ADV_PLCE,MASAQ:44649,Full,Certificate,23:62:6,
وَلَدِهِ,ولده,ISM_MUARAB,NOUN_CONCRETE,,لدد,فعل,,GENITIVE,PREP_OBJ,MASAQ:53579,None,Certificate,31:33:11,
وَلَدْنَهُمْ,ولدنهم,FIIL,PV,,—,ضمير متصل,PV,INVARIABLE,,MASAQ:70203,Partial,Hypothesis,58:2:13,
وَلَذِكْرُ,ولذكر,ISM_MUARAB,GERUND,,ذكر,فعل,,NOMINATIVE,SUBJ,MASAQ:51923,Partial,Hypothesis,29:45:15,
وَلَسَوْفَ,ولسوف,HARF,FUT_PART,,سوف,فعل,,INVARIABLE,NON_INFLECT,MASAQ:77110,Partial,Hypothesis,92:21:1,
وَلَسْتُمْ,ولستم,UNKNOWN,UNINFLECTED_VERB,,لسس,فعل,,INVARIABLE,,MASAQ:5620,Partial,Hypothesis,2:267:19,
وَلَعَبْدٌ,ولعبد,ISM_MUARAB,NOUN_CONCRETE,,عبد,فعل,,NOMINATIVE,SUBJ,MASAQ:4263,Full,Certificate,2:221:18,
وَلَعَذَابُ,ولعذاب,ISM_MUARAB,NOUN_ABSTRACT,,عذب,فعال,,NOMINATIVE,SUBJ,MASAQ:32685,Partial,Hypothesis,13:34:6,
وَلَعَلَا,ولعلا,FIIL,PV,,علو,فعل,PV,INVARIABLE,,MASAQ:44913,Full,Certificate,23:91:17,
وَلَعَلَّكُمْ,ولعلكم,HARF,ANNUL_PART,,—,حرف ترجّي,,INVARIABLE,,MASAQ:2752,Full,Certificate,2:150:30,
وَلَعَلَّهُمْ,ولعلهم,HARF,ANNUL_PART,,—,حرف ترجّي,,INVARIABLE,ANNUL_PART,MASAQ:22023,Full,Certificate,7:164:18,
وَلَعَنَهُ,ولعنه,FIIL,PV,,لعن,فعل,PV,INVARIABLE,,MASAQ:11780,Full,Certificate,4:93:12,
وَلَعَنَهُمُ,ولعنهم,FIIL,PV,,لعن,فعل,PV,INVARIABLE,,MASAQ:25183,Full,Certificate,9:68:12,
وَلَعَنَهُمْ,ولعنهم,FIIL,PV,,لعن,فعل,PV,INVARIABLE,,MASAQ:66284,Full,Certificate,48:6:16,
وَلَعِبٌ,ولعب,ISM_MUARAB,GERUND,,لعب,فعل,,NOMINATIVE,CONJ_N,MASAQ:52187,Full,Certificate,29:64:7,
وَلَعِبَاً,ولعبا,ISM_MUARAB,GERUND,,عبب,فعل,,ACCUSATIVE,CONJ_N,MASAQ:14887,Partial,Hypothesis,5:57:10,
وَلَقَدِ,ولقد,HARF,CERT_PART,,—,حرف تحقيق,,INVARIABLE,NON_INFLECT,MASAQ:2323,Full,Certificate,2:130:10,
وَلَقَدْ,ولقد,HARF,CERT_PART,,—,حرف تحقيق,,INVARIABLE,NON_INFLECT,MASAQ:1024,Full,Certificate,2:65:1,
وَلَقَّاهُمْ,ولقاهم,FIIL,PV,,لقي,فعل,PV,INVARIABLE,,MASAQ:75145,Full,Certificate,76:11:6,
وَلَكَ,ولك,HARF,PREP,,—,ضمير متصل,,INVARIABLE,PREP,MASAQ:49941,Full,Certificate,28:9:7,
وَلَكُمُ,ولكم,HARF,PREP,,—,ضمير متصل,,INVARIABLE,PREP,MASAQ:41816,Full,Certificate,21:18:10,
وَلَكُمْ,ولكم,HARF,PREP,,—,ضمير متصل,,INVARIABLE,PREP,MASAQ:575,Full,Certificate,2:36:13,
وَلَكِنِ,ولكن,UNKNOWN,PART,,—,حرف استدراك,,INVARIABLE,NON_INFLECT,MASAQ:5154,Full,Certificate,2:253:35,
وَلَكِنَّ,ولكن,HARF,ANNUL_PART,,—,حرف استدراك,,INVARIABLE,,MASAQ:1735,Full,Certificate,2:102:11,";UNKNOWN@(5, 81, 12);UNKNOWN@(6, 33, 10);UNKNOWN@(43, 78, 4);UNKNOWN@(52, 47, 7)"
وَلَكِنَّا,ولكنا,HARF,ANNUL_PART,,—,حرف استدراك,,INVARIABLE,ANNUL_PART,MASAQ:41077,Full,Certificate,20:87:6,
وَلَكِنَّكُمْ,ولكنكم,HARF,ANNUL_PART,,—,حرف استدراك,,INVARIABLE,ANNUL_PART,MASAQ:53026,Full,Certificate,30:56:17,
وَلَكِنَّهُ,ولكنه,HARF,ANNUL_PART,,—,حرف استدراك,,INVARIABLE,ANNUL_PART,MASAQ:22219,Full,Certificate,7:176:5,
وَلَكِنَّهُمْ,ولكنهم,HARF,ANNUL_PART,,—,حرف استدراك,,INVARIABLE,ANNUL_PART,MASAQ:24982,Full,Certificate,9:56:8,
وَلَكِنِّي,ولكني,HARF,ANNUL_PART,,—,حرف استدراك,,INVARIABLE,ANNUL_PART,MASAQ:20329,Partial,Hypothesis,7:61:7,
وَلَكِنْ,ولكن,UNKNOWN,PART,,—,حرف استدراك,,INVARIABLE,NON_INFLECT,MASAQ:137,Full,Certificate,2:12:5,
وَلَلدَّارُ,وللدار,ISM_MUARAB,NOUN_CONCRETE,,دور,فعل,,NOMINATIVE,SUBJ,MASAQ:16761,Full,Certificate,6:32:7,
وَلَلَبَسْنَا,وللبسنا,FIIL,PV,,بسس,فعل,PV,INVARIABLE,,MASAQ:16399,Partial,Hypothesis,6:9:6,
وَلَلْآخِرَةُ,وللآخرة,ISM_MUARAB,NOUN_ABSTRACT,,ءخر,فاعل,,NOMINATIVE,SUBJ,MASAQ:36468,Partial,Hypothesis,17:21:7,
وَلَمَنِ,ولمن,ISM_MAWSOOL,REL_PRON,,—,حرف جر,,NOMINATIVE,SUBJ,MASAQ:63117,Full,Certificate,42:41:1,
وَلَمَنْ,ولمن,ISM_MAWSOOL,REL_PRON,,—,حرف جر,,NOMINATIVE,SUBJ,MASAQ:63141,Full,Certificate,42:43:1,
وَلَمُلِئْتَ,ولملئت,FIIL,PV_PASS,,ملء,فعل,PV,INVARIABLE,,MASAQ:37978,Partial,Hypothesis,18:18:20,
وَلَمَّا,ولما,HARF,ADV,,—,حرف نفي/جزم,,ACCUSATIVE,ADV_TIME,MASAQ:1481,Full,Certificate,2:89:1,
وَلَمْ,ولم,HARF,NEG_PART,,—,حرف نفي/جزم,,INVARIABLE,PART_JUSSIVE,MASAQ:4956,Full,Certificate,2:247:21,
وَلَنَا,ولنا,HARF,PREP,,—,ضمير متصل,,INVARIABLE,PREP,MASAQ:2482,Full,Certificate,2:139:8,
وَلَنَبْلُوَنَّكُمْ,ولنبلونكم,FIIL,IV,,نبل,فعل,IV,INVARIABLE,IV,MASAQ:2801,Partial,Hypothesis,2:155:1,
وَلَنَجْزِيَنَّ,ولنجزين,FIIL,IV,,نجز,فعل,IV,INVARIABLE,IV,MASAQ:35728,Partial,Hypothesis,16:96:8,
وَلَنَجْزِيَنَّهُمْ,ولنجزينهم,FIIL,IV,,نجز,فعل,IV,INVARIABLE,IV,MASAQ:35748,Partial,Hypothesis,16:97:13,
وَلَنَسْأَلَنَّ,ولنسألن,FIIL,IV,,,,IV,NOMINATIVE,IV,MASAQ:19381,Partial,Hypothesis,7:6:5,
وَلَنَصْبِرَنَّ,ولنصبرن,FIIL,IV,,نصبر,فعلل,IV,INVARIABLE,IV,MASAQ:33092,Partial,Hypothesis,14:12:10,
وَلَنَكُونَنَّ,ولنكونن,FIIL,IV,,نكن,فعول,IV,NOMINATIVE,IV_COP,MASAQ:25361,Partial,Hypothesis,9:75:10,
وَلَنُخْرِجَنَّهُمْ,ولنخرجنهم,FIIL,IV,,نخرج,فعلل,IV,INVARIABLE,IV,MASAQ:49117,Partial,Hypothesis,27:37:9,
وَلَنُذِيقَنَّهُمْ,ولنذيقنهم,FIIL,IV,,,,IV,INVARIABLE,IV,MASAQ:53883,Partial,Hypothesis,32:21:1,
وَلَنُرْسِلَنَّ,ولنرسلن,FIIL,IV,,نرسل,فعلل,IV,NOMINATIVE,IV,MASAQ:21347,Partial,Hypothesis,7:134:19,
وَلَنُسْكِنَنَّكُمُ,ولنسكننكم,FIIL,IV,,نسس,فعل,IV,INVARIABLE,IV,MASAQ:33116,Partial,Hypothesis,14:14:1,
وَلَنِعْمَ,ولنعم,UNKNOWN,UNINFLECTED_VERB,,—,حرف جواب,,INVARIABLE,,MASAQ:34692,Full,Certificate,16:30:18,
وَلَنْ,ولن,HARF,SUBJUNC_PART,,—,حرف نفي/نصب,,INVARIABLE,SUBJUNC_PART,MASAQ:318,Full,Certificate,2:24:4,
وَلَهَا,ولها,HARF,PREP,,—,ضمير متصل,,INVARIABLE,PREP,MASAQ:33703,Full,Certificate,15:4:6,
وَلَهَدَيْنَاهُمْ,ولهديناهم,FIIL,IV,,هدي,فعل,IV,INVARIABLE,,MASAQ:11187,Partial,Hypothesis,4:68:1,
وَلَهُ,وله,HARF,PREP,,—,ضمير متصل,,INVARIABLE,PREP,MASAQ:5586,Full,Certificate,2:266:21,
وَلَهُمُ,ولهم,HARF,PREP,,—,ضمير متصل,,INVARIABLE,PREP,MASAQ:58416,Full,Certificate,37:149:4,
وَلَهُمْ,ولهم,HARF,PREP,,—,ضمير متصل,,INVARIABLE,PREP,MASAQ:86,Full,Certificate,2:7:10,
وَلَهُنَّ,ولهن,ISM_MABNI,PRON,,—,ضمير متصل,,GENITIVE,PREP_OBJ,MASAQ:4405,Full,Certificate,2:228:30,
وَلَهْوٌ,ولهو,ISM_MUARAB,GERUND,,—,ضمير منفصل,,NOMINATIVE,CONJ_N,MASAQ:16760,Partial,Hypothesis,6:32:6,
وَلَهْوَاً,ولهوا,ISM_MUARAB,GERUND,,—,ضمير منفصل,,ACCUSATIVE,CONJ_N,MASAQ:17406,Partial,Hypothesis,6:70:6,
وَلَوِ,ولو,HARF,CONDITION_PART,,—,حرف شرط,,INVARIABLE,PART_CONDITION,MASAQ:7731,Full,Certificate,3:91:14,
وَلَوْ,ولو,HARF,CONDITION_PART,,—,حرف شرط,,INVARIABLE,PART_CONDITION,MASAQ:248,Full,Certificate,2:20:14,
وَلَوْلَا,ولولا,UNKNOWN,REL_ADV,,—,حرف تحضيض/شرط,,INVARIABLE,PART_CONDITION,MASAQ:5097,Full,Certificate,2:251:14,
وَلَيَأْتِيَنَّهُمْ,وليأتينهم,FIIL,IV,,يأت,فعل,IV,INVARIABLE,IV,MASAQ:52058,Partial,Hypothesis,29:53:8,
وَلَيَالٍ,وليال,ISM_MUARAB,NOUN_ABSTRACT,,,,,GENITIVE,CONJ_N,MASAQ:76767,Partial,Hypothesis,89:2:1,
وَلَيَحْلِفُنَّ,وليحلفن,FIIL,IV,,,,IV,NOMINATIVE,IV,MASAQ:25939,Partial,Hypothesis,9:107:16,
وَلَيَحْمِلُنَّ,وليحملن,FIIL,IV,,,,IV,NOMINATIVE,IV,MASAQ:51430,Partial,Hypothesis,29:13:1,
وَلَيَزِيدَنَّ,وليزيدن,FIIL,IV,,,,IV,INVARIABLE,IV,MASAQ:15019,Partial,Hypothesis,5:64:17,
وَلَيَعْلَمَنَّ,وليعلمن,FIIL,IV,,,,IV,INVARIABLE,IV,MASAQ:51301,Partial,Hypothesis,29:3:10,
وَلَيَكُونَاً,وليكونا,FIIL,IV,,كون,فعل,IV,NOMINATIVE,IV_COP,MASAQ:30686,Partial,Hypothesis,12:32:17,
وَلَيَمَسَّنَّكُمْ,وليمسنكم,FIIL,IV,,يمس,فعل,IV,INVARIABLE,IV,MASAQ:57099,Partial,Hypothesis,36:18:9,
وَلَيَنْصُرَنَّ,ولينصرن,FIIL,IV,,,,IV,NOMINATIVE,IV,MASAQ:43511,Partial,Hypothesis,22:40:28,
وَلَيُبَدِّلَنَّهُمْ,وليبدلنهم,FIIL,IV,,,,IV,INVARIABLE,IV,MASAQ:46176,Partial,Hypothesis,24:55:22,
وَلَيُبَيِّنَنَّ,وليبينن,FIIL,IV,,,,IV,INVARIABLE,IV,MASAQ:35662,Partial,Hypothesis,16:92:25,
وَلَيُسْأَلُنَّ,وليسألن,FIIL,IV_PASS,,,,IV,NOMINATIVE,IV_PASS,MASAQ:51435,Partial,Hypothesis,29:13:6,
وَلَيُمَكِّنَنَّ,وليمكنن,FIIL,IV,,ليم,فعل,IV,INVARIABLE,IV,MASAQ:46170,Partial,Hypothesis,24:55:16,
وَلَيْسَ,وليس,UNKNOWN,UNINFLECTED_VERB,,—,فعل ناقص,,INVARIABLE,,MASAQ:3530,Full,Certificate,2:189:9,
وَلَيْسَتِ,وليست,UNKNOWN,UNINFLECTED_VERB,,ليس,فعل,,INVARIABLE,,MASAQ:10117,Partial,Hypothesis,4:18:1,
وَلُؤْلُؤَاً,ولؤلؤا,ISM_MUARAB,NOUN_CONCRETE,,ءلء,فعل,,ACCUSATIVE,CONJ_N,MASAQ:43218,Full,Certificate,22:23:19,
وَلُعِنُوا,ولعنوا,FIIL,PV_PASS,,لعن,فعل,PV,INVARIABLE,,MASAQ:15010,Full,Certificate,5:64:8,
وَلُوطَاً,ولوطا,JAMID,NOUN_PROP_FOREIGN,,لوط,فعل,,ACCUSATIVE,CONJ_N,MASAQ:17706,Full,Certificate,6:86:4,
وَلُومُوا,ولوموا,FIIL,CV,,لوم,فعل,CV,INVARIABLE,CV,MASAQ:33254,Full,Certificate,14:22:26,
وَلِأَبَوَيْهِ,ولأبويه,ISM_MUARAB,NOUN_CONCRETE,,أبو,فعل,,GENITIVE,PREP_OBJ,MASAQ:9893,Partial,Hypothesis,4:11:23,
وَلِأَخِي,ولأخي,ISM_MUARAB,NOUN_CONCRETE,,أخي,فعل,,GENITIVE,PREP_OBJ,MASAQ:21694,Partial,Hypothesis,7:151:5,
وَلِأَنْعَامِكُمْ,ولأنعامكم,ISM_MUARAB,NOUN_CONCRETE,,نعم,إفعال,,GENITIVE,PREP_OBJ,MASAQ:75774,Full,Certificate,79:33:3,
وَلِأُبَيِّنَ,ولأبين,FIIL,IV,,ابو,فعل,IV,ACCUSATIVE,IV,MASAQ:63960,Partial,Hypothesis,43:63:9,
وَلِأُتِمَّ,ولأتم,FIIL,IV,,تمم,فعل,IV,ACCUSATIVE,IV,MASAQ:2749,Partial,Hypothesis,2:150:27,
وَلِأُحِلَّ,ولأحل,FIIL,IV,,حلل,فعل,IV,ACCUSATIVE,IV,MASAQ:7048,Partial,Hypothesis,3:50:7,
وَلِإِخْوَانِنَا,ولإخواننا,ISM_MUARAB,NOUN_CONCRETE,,إخو,فعل,,GENITIVE,PREP_OBJ,MASAQ:70858,Full,Certificate,59:10:9,
وَلِبَاسُ,ولباس,ISM_MUARAB,NOUN_CONCRETE,,بوس,فعل,,NOMINATIVE,SUBJ,MASAQ:19625,Partial,Hypothesis,7:26:10,
وَلِبَاسُهُمْ,ولباسهم,ISM_MUARAB,NOUN_CONCRETE,,بوس,فعل,,NOMINATIVE,SUBJ,MASAQ:43219,Partial,Hypothesis,22:23:20,
وَلِبُيُوتِهِمْ,ولبيوتهم,ISM_MUARAB,NOUN_CONCRETE,,,,,GENITIVE,PREP_OBJ,MASAQ:63679,Partial,Hypothesis,43:34:1,
وَلِتَبْتَغُوا,ولتبتغوا,FIIL,IV,,بتغ,فعل,IV,ACCUSATIVE,IV,MASAQ:34498,Full,Certificate,16:14:17,
وَلِتَبْلُغُوا,ولتبلغوا,FIIL,IV,,بلغ,فعل,IV,ACCUSATIVE,IV,MASAQ:61463,Full,Certificate,40:67:26,
وَلِتَتَّقُوا,ولتتقوا,FIIL,IV,,تقق,فعل,IV,ACCUSATIVE,IV,MASAQ:20355,Full,Certificate,7:63:11,
وَلِتَجْرِيَ,ولتجري,FIIL,IV,,جري,فعل,IV,ACCUSATIVE,IV,MASAQ:52857,Full,Certificate,30:46:10,
وَلِتَسْتَبِينَ,ولتستبين,FIIL,IV,,بين,فعل,IV,ACCUSATIVE,IV,MASAQ:17156,Full,Certificate,6:55:4,
وَلِتَصْغَى,ولتصغى,FIIL,IV,,صغو,فعل,IV,ACCUSATIVE,IV,MASAQ:18226,Full,Certificate,6:113:1,
وَلِتَطْمَئِنَّ,ولتطمئن,FIIL,IV,,طمء,فعل,IV,ACCUSATIVE,IV,MASAQ:8322,Full,Certificate,3:126:7,
وَلِتَعْلَمَ,ولتعلم,FIIL,IV,,علم,فعل,IV,ACCUSATIVE,IV,MASAQ:50004,Full,Certificate,28:13:9,
وَلِتَعْلَمُوا,ولتعلموا,FIIL,IV,,علم,فعل,IV,ACCUSATIVE,IV,MASAQ:36344,Full,Certificate,17:12:16,
وَلِتَكُونَ,ولتكون,FIIL,IV,,كون,فعل,IV,ACCUSATIVE,IV_COP,MASAQ:66540,Full,Certificate,48:20:13,
وَلِتُجْزَى,ولتجزى,FIIL,IV_PASS,,جزي,فعل,IV,ACCUSATIVE,IV_PASS,MASAQ:64794,Full,Certificate,45:22:6,
وَلِتُصْنَعَ,ولتصنع,FIIL,IV,,صنع,فعل,IV,ACCUSATIVE,IV_PASS,MASAQ:40536,Full,Certificate,20:39:20,
وَلِتُكَبِّرُوا,ولتكبروا,FIIL,IV,,كبر,فعل,IV,ACCUSATIVE,IV,MASAQ:3416,Full,Certificate,2:185:38,
وَلِتُكْمِلُوا,ولتكملوا,FIIL,IV,,كمل,فعل,IV,ACCUSATIVE,IV,MASAQ:3414,Full,Certificate,2:185:36,
وَلِتُنْذِرَ,ولتنذر,FIIL,IV,,نذر,فعل,IV,ACCUSATIVE,IV,MASAQ:17821,Full,Certificate,6:92:9,
وَلِذَلِكَ,ولذلك,ISM_MABNI,DEM_PRON,,—,اسم إشارة,,GENITIVE,PREP_OBJ,MASAQ:30144,Full,Certificate,11:119:5,
وَلِذِي,ولذي,UNKNOWN,NOUN_FIVE,,ذوو,,,GENITIVE,PREP_OBJ,MASAQ:23271,Full,Certificate,8:41:10,
وَلِرَبِّكَ,ولربك,ISM_MUARAB,NOUN_CONCRETE,,ربب,فعل,,GENITIVE,PREP_OBJ,MASAQ:74654,Full,Certificate,74:7:1,
وَلِرَسُولِهِ,ولرسوله,ISM_MUARAB,NOUN_CONCRETE,,رسل,فعول,,GENITIVE,PREP_OBJ,MASAQ:71975,Full,Certificate,63:8:12,
وَلِزَوْجِكَ,ولزوجك,ISM_MUARAB,NOUN_CONCRETE,,زوج,فعل,,GENITIVE,PREP_OBJ,MASAQ:41413,Full,Certificate,20:117:7,
وَلِسَانَاً,ولسانا,ISM_MUARAB,NOUN_CONCRETE,,سين,فعل,,ACCUSATIVE,CONJ_N,MASAQ:76940,Partial,Hypothesis,90:9:1,
وَلِسُلَيْمَانَ,ولسليمان,JAMID,NOUN_PROP_FOREIGN,,,,,GENITIVE,PREP_OBJ,MASAQ:42473,Full,Certificate,21:81:1,
وَلِقَاءِ,ولقاء,ISM_MUARAB,GERUND,,قيء,فعل,,GENITIVE,CONJ_N,MASAQ:21601,Partial,Hypothesis,7:147:4,
وَلِقَائِهِ,ولقائه,ISM_MUARAB,GERUND,,قيئ,فعل,,GENITIVE,CONJ_N,MASAQ:39244,Partial,Hypothesis,18:105:6,
وَلِقَوْمِكَ,ولقومك,ISM_MUARAB,NOUN_CONCRETE,,قوم,فعل,,GENITIVE,PREP_OBJ,MASAQ:63770,Full,Certificate,43:44:4,
وَلِكُلٍّ,ولكل,ISM_MUARAB,NOUN_ABSTRACT,,كلل,فعل,,GENITIVE,PREP_OBJ,MASAQ:2687,Full,Certificate,2:148:1,
وَلِكُلِّ,ولكل,ISM_MUARAB,NOUN_ABSTRACT,,كلل,فعل,,GENITIVE,PREP_OBJ,MASAQ:19791,Full,Certificate,7:34:1,
وَلِلرَّسُولِ,وللرسول,ISM_MUARAB,NOUN_CONCRETE,,رسل,فعول,,GENITIVE,PREP_OBJ,MASAQ:22995,Full,Certificate,8:24:6,
وَلِلرِّجَالِ,وللرجال,ISM_MUARAB,NOUN_CONCRETE,,رجل,فعال,,GENITIVE,PREP_OBJ,MASAQ:4410,Full,Certificate,2:228:35,
وَلِلسَّيَّارَةِ,وللسيارة,ISM_MUARAB,NOUN_ACTIVE_PART,,,,,GENITIVE,PREP_OBJ,MASAQ:15707,Full,Certificate,5:96:8,
وَلِلنِّسَاءِ,وللنساء,ISM_MUARAB,NOUN_CONCRETE,,سوء,فعل,,GENITIVE,PREP_OBJ,MASAQ:9817,Full,Certificate,4:7:7,
وَلِلَّذِينَ,وللذين,ISM_MAWSOOL,REL_PRON,,—,اسم موصول,,GENITIVE,PREP_OBJ,MASAQ:72876,Partial,Hypothesis,67:6:1,
وَلِلَّهِ,ولله,JAMID,NOUN_PROP,,لهه,فعل,,GENITIVE,PREP_OBJ,MASAQ:2049,Full,Certificate,2:115:1,
وَلِلْأَرْضِ,وللأرض,ISM_MUARAB,NOUN_CONCRETE,,ءرض,فعل,,GENITIVE,PREP_OBJ,MASAQ:61802,Full,Certificate,41:11:9,
وَلِلْكَافِرِينَ,وللكافرين,ISM_MUARAB,NOUN_ACTIVE_PART,,كفر,فاعل,,GENITIVE,PREP_OBJ,MASAQ:1531,Full,Certificate,2:90:25,
وَلِلْمُؤْمِنِينَ,وللمؤمنين,ISM_MUARAB,NOUN_ACTIVE_PART,,مءم,فعل,,GENITIVE,PREP_OBJ,MASAQ:33544,Full,Certificate,14:41:5,
وَلِلْمُطَلَّقَاتِ,وللمطلقات,ISM_MUARAB,NOUN_PASSIVE_PART,,طلق,مفعل,,GENITIVE,PREP_OBJ,MASAQ:4816,Full,Certificate,2:241:1,
وَلِمَا,ولما,ISM_MAWSOOL,REL_PRON,,—,حرف نفي/جزم,,GENITIVE,PREP_OBJ,MASAQ:42331,Partial,Hypothesis,21:67:3,
وَلِمَنْ,ولمن,ISM_MAWSOOL,REL_PRON,,—,حرف جر,,GENITIVE,PREP_OBJ,MASAQ:31354,Full,Certificate,12:72:5,
وَلِنَجْعَلَكَ,ولنجعلك,FIIL,PV,,جعل,فعل,PV,ACCUSATIVE,IV,MASAQ:5380,Full,Certificate,2:259:46,
وَلِنَجْعَلَهُ,ولنجعله,FIIL,IV,,جعل,فعل,IV,ACCUSATIVE,IV,MASAQ:39516,Full,Certificate,19:21:8,
وَلِنُبَيِّنَهُ,ولنبينه,FIIL,IV,,بين,فعل,IV,ACCUSATIVE,IV,MASAQ:18093,Full,Certificate,6:105:6,
وَلِنُعَلِّمَهُ,ولنعلمه,FIIL,IV,,علم,فعل,IV,ACCUSATIVE,IV,MASAQ:30481,Full,Certificate,12:21:20,
وَلِوَالِدَيَّ,ولوالدي,ISM_MUARAB,NOUN_ACTIVE_PART,,,,,GENITIVE,PREP_OBJ,MASAQ:33543,Partial,Hypothesis,14:41:4,
وَلِوَالِدَيْكَ,ولوالديك,ISM_MUARAB,NOUN_ACTIVE_PART,,,,,GENITIVE,PREP_OBJ,MASAQ:53239,Partial,Hypothesis,31:14:15,
